patent_id,section_code,subclass
11121981,G,G06F
11172851,A,A61B
10844858,F,F04C
11172851,G,G16H
11035188,E,E21B
11354491,G,G06F
11078783,E,E21B
11078783,G,G01V
10844867,F,F04D
10844867,F,F01D
10844867,F,F02C
10844867,F,F05D
10943160,G,G06K
10943160,G,G06Q
10943162,G,G06K
10943162,G,G09F
11035205,E,E21B
10943162,B,B42D
10943162,C,C12Q
10943162,G,G01N
11035205,H,H02K
11035205,F,F01D
11035205,F,F05D
11035205,Y,Y02E
10986999,A,A61B
11260576,B,B29C
10986999,G,G01C
10986999,G,G01N
10986999,G,G06T
11078799,F,F01D
11260576,B,B29K
11078799,F,F05D
11260576,B,B29L
11078799,Y,Y02T
10943170,G,G06N
10943170,G,G11C
11219672,A,A61K
11219672,A,A61P
11219672,C,C07K
11172879,A,A61B
11172879,G,G16H
11172879,A,A61M
10943178,G,G06N
10943178,G,G06Q
10943178,H,H04L
11035224,H,H04Q
11035224,E,E21B
11035224,G,G06F
11035224,H,H04L
11172883,A,A61B
11035227,E,E21B
11035227,G,G01N
11035227,G,G01R
11035227,G,G01V
11035227,G,G06N
11308668,G,G06T
11308668,A,A61B
11172892,A,A61B
11172892,A,A61G
11172892,G,G03B
11172892,G,G16H
11354549,G,G06V
11354549,G,G06F
11354549,G,G06N
11354549,G,G06Q
11354549,G,G06T
11219688,A,A61K
11172896,A,A61B
11172896,A,A61K
11172896,A,A61M
11172896,G,G16H
11354554,G,G06K
11354554,G,G06F
11078827,F,F02B
11078827,Y,Y02T
10943203,G,G06Q
10943203,G,G06F
11078832,F,F02B
11078832,F,F04D
11078832,F,F16C
11078832,F,F05D
10844928,F,F16F
10844928,F,F16C
10844928,F,F16D
11122063,H,H04L
11308690,G,G06T
10844933,F,F16H
11260608,B,B29C
11078839,F,F02C
11078839,B,B29C
11078839,C,C08J
11078839,C,C08L
11078839,F,F01D
11078839,B,B32B
11260608,B,B29D
11260608,B,B31F
11260608,F,F16L
11260608,B,B29L
11078839,F,F05D
10943231,G,G06Q
10893927,A,A61F
10893927,A,A61B
11172919,A,A61B
10943238,G,G06Q
11122079,G,G06F
11122079,H,H04L
10844949,F,F16H
10943242,G,G06Q
11354581,G,G06F
11354581,G,G06N
11219720,A,A61M
11078851,F,F02D
11078851,Y,Y02T
11078853,F,F02D
11078853,F,F02M
11122093,H,H04L
10844961,F,F16J
11078853,Y,Y02T
11122093,H,H04M
11035267,F,F01N
10844961,Y,Y10T
11354589,G,G06N
11035267,A,A01D
11035267,B,B01D
11354589,H,H03K
11354589,G,G02F
11035267,Y,Y02T
10844965,F,F16K
10844966,F,F16K
10844966,B,B25B
10844966,B,B29K
10844966,B,B29L
10844966,F,F16L
10844966,Y,Y10T
10893943,A,A61F
10893943,B,B05C
10893943,B,B29C
10893943,B,B05B
10893943,B,B05D
11354603,G,G06Q
11354603,B,B60R
11122100,G,G06F
11354603,G,G07B
11354603,G,G07C
11354603,G,G07F
10943274,G,G06Q
10943274,G,G06F
10943274,G,G06N
10943274,G,G06V
11172938,A,A61B
11354613,G,G06Q
11354613,H,H04W
11172943,A,A61B
11260627,B,B32B
11260627,H,H05K
10943280,G,G06Q
11260627,H,H10K
10943280,A,A47G
11260627,Y,Y02E
11260627,Y,Y10T
10943280,A,A61B
10943280,B,B33Y
11035277,F,F01N
11260630,B,B32B
11035277,B,B01F
11260630,B,B27N
11035277,B,B01D
11035277,Y,Y02T
10844987,F,F16L
11078872,F,F02M
11078872,F,F01P
11078872,F,F28D
11078872,F,F28F
11172951,A,A61B
11308738,G,G07C
11308738,E,E01C
11308738,E,E02F
11172952,A,A61B
11308738,A,A01D
11219738,A,A61M
11172952,F,F04C
11308742,G,G07C
11308742,H,H01Q
11308742,G,G08C
11219745,A,A61M
11219745,A,A61B
11172962,A,A61B
11172962,A,A61F
11035289,F,F02B
11035289,F,F02C
11035289,F,F05D
11122135,H,H04L
11122135,G,G06F
11122135,G,G06Q
11035289,Y,Y02T
11122135,G,G07C
11122135,G,G08B
11122135,H,H04W
11219753,A,A61M
11172973,A,A61B
11078895,F,F04B
10893979,A,A61F
11354652,G,G06Q
11354652,H,H04L
11354654,G,G06Q
11354655,G,G06Q
11354655,G,G06F
10943316,G,G06Q
10943316,H,H04L
10943318,G,G06Q
10943318,B,B61L
10943318,B,B65G
11035303,F,F02D
11035303,B,B60H
11035303,B,B60W
11035303,F,F02N
11308778,G,G01S
11308778,G,G08B
11308778,G,G06Q
10893991,A,A61G
10893991,A,A47C
11035303,Y,Y02T
11308778,H,H04N
11308778,H,H04W
10893992,A,A61G
10893992,A,A47C
10893992,A,A61B
10893992,G,G08B
10893995,A,A61G
11172990,A,A61B
10845020,F,F21S
10845020,F,F21V
10845020,B,B60Q
10845020,G,G02B
10845020,G,G03H
10845020,F,F21W
10845020,F,F21Y
11172990,A,A61F
11308787,G,G08B
11308787,G,G06F
11308787,G,G06N
11308787,G,G06V
11078917,F,F04D
11308787,G,G16H
11308787,B,B25J
11078917,H,H02K
11354679,G,G06Q
11172990,Y,Y02A
11172994,A,A61B
10987099,A,A61B
11122192,H,H04N
11122192,G,G03B
10943333,A,A61B
10943333,G,G06T
10943333,H,H04N
11260672,B,B41J
11173000,A,A61B
10845035,F,F21V
10845035,F,F21L
10845035,F,F21S
10845035,F,F21W
10845035,F,F21Y
11122204,H,H04N
11354693,G,G06Q
11354693,G,G01C
11354693,G,G01G
11354693,G,G05D
11354693,G,G06F
11354693,G,G06N
11354693,G,G06T
11122208,H,H04N
11122208,G,G06V
11354693,G,G06V
11354693,H,H04L
11354693,H,H04N
11354693,H,H04W
11354693,A,A47L
11354693,G,G01J
11354693,G,G01L
10987114,A,A61B
10987115,A,A61B
10987115,A,A61F
11308813,G,G08G
11308813,B,B64C
11308813,G,G01C
11308813,B,B64U
10845052,F,F23D
10845052,F,F23N
10845052,F,F23B
10845052,F,F23C
10845052,F,F23L
10845052,F,F23K
10894021,A,A61K
10845052,Y,Y02E
10845053,F,F23N
11035328,F,F02M
11173016,A,A61C
11035328,F,F02B
11035328,Y,Y02T
11260694,B,B60C
11078958,F,F16C
11078958,F,F16B
11078958,F,F16F
11078959,F,F16C
10987129,A,A61B
11122230,H,H04N
10845069,F,F24F
11308830,G,G09G
11308830,G,G02B
10845069,F,F25B
11308830,H,H04N
11308832,G,G02B
11308832,G,G09G
11308832,G,G06F
10987129,A,A61F
11122238,G,G06T
11122238,H,H04N
11122238,G,G06N
11308835,G,G09G
11260710,B,B60D
10943359,G,G06T
11078968,F,F16D
10943359,H,H04N
10943360,G,G06T
10943360,E,E02F
11122245,G,G06T
10943360,G,G01C
11122245,G,G09G
10943360,H,H04N
10943361,G,G01C
11122245,H,H04N
10943361,G,G05D
11035344,F,F03D
10943361,G,G06T
11035344,H,H02K
11035344,F,F05B
10943361,G,G06V
10943361,G,G01P
11035344,Y,Y02E
10987130,A,A61B
10987130,A,A61M
11122248,H,H04N
10894054,A,A61K
10894054,A,A61P
10894054,C,C07J
10894058,A,A61K
11308850,G,G09G
11308850,H,H10D
10894058,A,A61P
11035353,F,F04B
10894058,A,A61Q
10894058,B,B01F
10845097,F,F25B
10845097,F,F25D
10845097,Y,Y02B
11354772,G,G06T
11354772,G,G01S
11354772,G,G06N
11260731,B,B60J
11122272,H,H04N
11122274,H,H04N
11260737,B,B60K
11260737,B,B60L
11260737,H,H01M
11260737,Y,Y02E
11260737,Y,Y02T
10894072,A,A61K
10894072,A,A23L
10894072,A,A61P
10845108,F,F25B
11173061,A,A61F
10845108,Y,Y02B
10943398,G,G06F
10943398,G,G02B
10845115,F,F25D
10845115,F,F21V
10943398,G,G06T
10845115,F,F21W
10845115,F,F21Y
11079011,F,F16H
11079011,B,B60W
11035386,B,B60R
11035386,F,F04D
11035386,F,F01C
11035386,F,F04B
11035386,F,F04C
11079011,Y,Y02T
11035386,B,B62D
10987166,A,A61B
10987166,A,A61N
10894085,A,A61K
10894085,A,A61N
10894085,A,A61P
10894085,A,A61B
11308885,G,G09G
10943408,A,A63G
10943408,G,G06T
10943408,G,G06F
10943408,G,G06V
11079017,F,F16J
11173078,A,A61F
11079017,F,F15B
11122316,H,H04N
11122316,G,G06Q
11122316,H,H04H
11035400,F,F16B
11035400,B,B29C
11035400,H,H01F
11035400,H,H05B
11079025,F,F16K
11079025,E,E21B
11079025,F,F02B
10987176,G,G06N
10987176,G,G16H
10987176,A,A61B
11079025,Y,Y10T
11260759,B,B60L
10987176,A,A61F
10987176,G,G02B
10987176,G,G06F
11260759,H,H01M
11260759,H,H02J
11260759,B,B60Y
11260759,Y,Y02E
11260759,Y,Y02T
10987176,G,G06T
11308901,G,G09G
10845157,F,F41C
11308902,G,G09G
10845157,F,F41G
11173094,A,A61H
11308902,C,C09K
10987176,G,G09B
11308902,G,G02F
11173095,A,A61H
10987176,H,H04N
10845166,F,F41G
10845166,F,F41J
11354819,G,G06T
10845166,G,G08B
11354819,G,G06V
11354819,H,H04N
10943423,G,G07D
11260763,B,B60L
10943424,G,G07D
10943424,G,G01G
10845168,F,F41J
10845168,E,E04C
10845168,E,E04H
11260763,H,H02J
11219892,B,B01J
11260763,Y,Y02T
10943424,G,G07F
11079039,F,F16K
11219892,C,C07C
11219892,C,C07F
11219893,B,B01L
11219893,F,F25D
10943431,G,G07F
10987176,G,G06V
10987177,A,A61B
11354826,A,A63F
11354826,G,G06T
11173106,A,A61K
11173106,A,A61P
11354826,G,G06F
11354826,G,G06Q
11173106,A,A61Q
11354826,G,G07F
11173107,A,A61K
11354826,H,H04L
11173107,A,A61P
11173107,A,A61Q
10943437,G,G07F
10943437,G,G06Q
10943438,G,G07F
10943438,A,A63F
10943438,G,G06Q
10894114,A,A61M
10943438,H,H04W
11173114,A,A61K
11173114,A,A61J
10845193,G,G01C
11354835,G,G06T
10943444,G,G01N
10943444,F,F24F
10943444,G,G01J
11260777,B,B60N
11122352,H,H04R
10943444,G,G01V
11122352,A,A61B
10943444,G,G06T
10943444,G,G06V
10943444,G,G08B
11354842,G,G06F
11354842,G,G06T
11354842,G,G06V
10943444,H,H04L
10943444,H,H04M
10943444,H,H04N
10943444,H,H05B
10943444,Y,Y02A
11260787,B,B60P
11354849,G,G06T
11354849,G,G06F
11354849,H,H04N
10845211,G,G01D
10845211,G,G01K
11260791,B,B60Q
10845211,G,G01L
10845211,H,H01F
10845211,H,H01G
11260791,F,F21S
11260791,H,H01H
11260791,F,F21W
11173126,A,A61K
11173126,A,A61P
11173126,B,B82Y
10894135,A,A61M
11219925,B,B07C
11219925,B,B65G
11260796,B,B60R
10894135,B,B63C
10894135,G,G01F
11260796,B,B60P
11260796,B,B62D
10943452,G,G08B
11219928,B,B07C
10894135,F,F17C
11219928,B,B41J
11122372,H,H04R
11308941,G,G06F
11308941,G,G10L
11219936,B,B21D
11035450,F,F16H
11035450,B,B60K
11173138,A,A61K
11173138,A,A23L
11035450,B,B60Y
11035450,F,F16D
11173138,A,A61P
11260815,B,B60R
11308949,G,G10L
10987207,A,A61F
11308949,G,G06F
11308949,G,G06N
11079076,F,F21S
11079076,F,F21V
10987209,A,A61F
10987209,A,A61L
11079076,F,F21Y
11308952,G,G06F
11260818,B,B60R
11308952,G,G06V
11308952,G,G10L
11173142,A,A61K
11035455,F,F16H
11035455,F,F16J
11035455,F,F01M
10943464,G,G08B
10943464,G,G06F
10943464,G,G06N
10943464,G,G06Q
10943464,G,G06V
11219951,B,B23K
11219951,B,B22F
10943464,G,G10L
10943465,G,G08B
10943465,G,G06Q
10943465,H,H04N
11219951,B,B33Y
11219951,B,B29C
11219951,Y,Y02P
10943468,G,G08B
10943468,B,B64D
10943468,B,B64U
10987214,A,A61F
11122395,H,H04W
11122395,H,H04L
11260831,B,B60S
11260831,G,G02B
11260835,B,B60T
11173149,A,A61K
11260835,B,B60G
11079085,B,B60Q
11079085,F,F21S
11260835,B,B62D
11079085,F,F21Y
10845267,G,G01M
10845268,G,G01M
11260835,F,F41H
11260835,B,B60K
10845268,G,G02B
10845268,H,H04B
10987225,A,A61F
11122403,H,H04W
11122403,G,G06F
11122403,H,H04L
11354901,G,G06V
11354901,G,G06F
11354901,G,G06T
11354901,G,G08B
11354901,H,H04N
11035481,F,F16K
11035481,A,A61M
11035481,Y,Y10T
10894168,A,A61B
10894168,A,A61N
11173169,A,A61K
10894168,A,A61H
10845294,G,G01N
11173169,A,A61P
11308986,G,G11B
11308986,G,G06F
11035489,F,F16K
11035489,F,F16H
11035489,H,H02K
11173173,A,A61K
11122421,H,H04W
11220006,B,B25J
11220006,G,G05D
11173173,A,A61P
11308996,G,G11C
11220006,G,G05B
10894177,A,A63B
10894177,A,A41D
10894177,A,A43B
10894177,A,A62B
10894177,A,A63G
10894178,A,A63B
11220020,B,B26D
11220020,A,A22C
11220020,B,B65B
11035497,B,B01L
11035497,F,F16K
11035500,F,F16L
11035500,E,E04B
11035500,E,E04G
11260856,B,B60W
11260856,B,B60K
11260856,G,G06V
11173187,A,A61K
11173187,A,A23L
10845321,G,G01N
11173187,C,C11B
11260856,B,B60R
10845321,G,G01J
10845321,G,G01K
10845324,G,G01N
10845325,G,G01N
11309019,G,G11C
11220028,B,B29C
11122435,H,H04W
11122435,H,H04L
11220028,B,B29D
11220028,B,B29K
11220028,B,B29L
11079124,F,F24F
10845332,G,G01N
10845332,F,F01N
10845332,Y,Y02A
10845332,Y,Y02T
11354925,G,G06V
11173198,A,A61K
11173198,A,A61P
11173198,C,C07K
11173198,C,C12Y
11309032,G,G06F
11309032,G,G11C
10845342,G,G01N
10845342,B,B08B
10845342,G,G01B
10845342,H,H01L
10943529,G,G09G
10943529,F,F24C
10943529,G,G02F
10943529,G,G06F
11309037,G,G11C
10943529,H,H05K
11260870,B,B60T
10943529,H,H10K
11260870,B,B60W
10943529,E,E05B
11260870,B,B60C
11309039,G,G11C
11260870,B,B62D
11260870,G,G01N
11260870,G,G07C
11354934,G,G06V
11354934,G,G06F
11354937,G,G06T
11354937,G,G06V
11354937,G,G06F
11354937,G,G16H
11354937,A,A61B
11309043,G,G11C
10987270,A,A61H
10987270,A,A63B
11173209,A,A61K
11354941,G,G06V
11260876,B,B60W
11260876,G,G05D
11173213,A,A61K
10845362,G,G01N
11220054,B,B29C
11173213,A,A61P
11173213,C,C07K
11220054,B,B33Y
11220054,B,B29K
11309054,G,G11C
11035532,F,F21S
11035532,F,F21V
11035532,F,F21K
10943539,G,G09G
11035532,G,G02B
11035532,F,F21Y
11173225,A,A61L
11354955,G,G07C
11354955,G,G06F
10894227,B,B01D
11354955,H,H04L
11354955,H,H04W
10894228,B,B01D
10894228,F,F16K
10894228,A,A63H
11035543,F,F21S
10987284,A,A61K
10987284,A,A61Q
10943551,G,G09G
10943551,G,G02F
10987287,A,A61K
11354963,G,G06V
10987287,A,A61Q
11354963,G,G06T
11354963,G,G07C
11309082,G,G16H
11173235,A,A61L
11309082,G,G06F
11173235,A,A61F
11173235,A,A61K
11309082,H,H04L
11354965,G,G07F
11173235,A,A61M
11354965,G,G06Q
11173235,C,C01B
10845395,G,G01R
10845395,H,H02H
10845397,H,H05B
10845397,G,G01R
10845397,Y,Y02B
11035553,F,F21V
11035553,F,F21W
11035553,F,F21Y
11354972,G,G07F
11354972,A,A63F
11035557,F,F21V
11035557,F,F21S
11309098,G,G21F
10987296,A,A61K
10987296,A,A61Q
11122483,H,H04W
11309103,H,H01B
11035562,F,F21V
11122483,H,H04L
11035562,H,H01H
10894243,B,B01J
10894243,B,B02C
11035562,H,H05B
11035562,H,H02G
11035562,Y,Y02B
11035562,Y,Y04S
11122485,H,H04W
11260907,B,B62D
10943571,G,G10D
10845418,G,G01R
10845418,B,B60K
10845418,B,B60L
11173247,A,A61M
10845418,B,B60Y
10845418,Y,Y02T
11309109,H,H01F
10845419,G,G01R
10845419,H,H01M
11309110,H,H01F
11079169,F,F25D
11309110,G,G01R
10845419,Y,Y02E
11309110,H,H10N
11035564,F,F21V
11309114,H,H01F
11035564,F,F21W
11309114,G,G02B
11035564,F,F21Y
11309114,G,G03B
11309114,H,H02K
11079176,F,F25J
11173260,A,A61M
11173260,A,A24F
11035573,F,F24B
10845437,G,G01R
10845437,E,E05B
10845437,E,E06B
10845441,G,G01R
10845441,H,H01F
10845452,G,G01S
10845452,G,G01C
10845452,G,G01D
11220092,B,B32B
10845452,H,H04W
11122503,H,H04W
10943596,G,G10L
10943596,H,H04R
11220092,C,C08J
11220092,C,C09D
11220092,C,C08L
11035584,F,F24F
11035584,F,F25B
11309147,H,H01H
10987329,A,A61K
10845473,G,G01S
10845473,A,A61B
11173275,A,A61M
11173275,A,A61B
10845473,G,G10K
11173275,B,B65D
11035590,F,F24S
11035590,H,H02S
10894269,B,B05B
11035590,Y,Y02E
10894269,F,F02B
10894269,F,F04D
10845480,G,G01S
10845480,H,H01S
10894269,F,F02M
10894269,F,F05D
10894269,Y,Y02T
10894270,B,B05C
10894270,A,A61M
10894270,B,B01L
10894270,B,B41J
11260951,B,B64C
10845484,G,G06T
10845484,G,G01S
11260951,B,B64F
11173284,A,A61M
10845489,H,H04L
10845489,G,G01S
10845489,H,H03M
11309171,H,H01J
11309171,G,G01N
11260956,B,B64C
11260956,B,B29L
11260956,B,B32B
10894278,B,B21B
11173290,A,A61M
11173290,A,A61J
11173290,A,A61K
10894278,Y,Y10T
11173290,Y,Y10T
11309180,H,H01L
11260965,B,B64C
11173299,A,A61N
11173305,A,A61N
11260968,B,B64C
11260968,B,B64F
11035608,F,F25D
11035608,A,A47B
10987350,A,A61K
10987350,A,A61P
11220131,B,B60B
11220131,B,B60C
11035608,F,F25B
11220131,B,B60J
11220131,B,B62D
11220131,B,B62J
11220131,B,B63H
11220131,B,B64C
10894295,B,B23K
11220131,F,F15D
10894295,F,F01P
10894295,F,F02B
11220131,H,H01Q
11122543,H,H04L
11122543,H,H04W
11220131,B,B60Y
11220131,B,B63B
11220131,Y,Y10T
11355047,G,G09G
11355047,H,H04N
11173315,A,A61N
11173315,A,A61H
11355047,H,H10K
10943637,G,G11C
10943637,G,G06F
11173323,A,A61N
11173323,G,G16H
11220138,B,B60C
11122551,H,H04W
11122551,H,H04L
11173324,A,A61N
11173324,A,A61B
11220138,Y,Y02T
11173324,G,G06T
11355052,G,G09G
11355052,G,G06F
11220143,B,B60C
10845541,G,G02B
10845541,H,H01S
11355056,G,G09G
10894308,B,B25C
11309212,H,H01L
11355056,H,H01L
11355056,H,H10D
10943646,G,G11C
10943646,H,H10B
10943646,H,H10D
11079255,G,G01D
11079255,G,G01R
11079255,H,H02P
10987372,A,A61K
10987372,A,A61P
11261002,B,B65D
11261003,B,B65D
11261003,G,G09F
10894324,B,B25J
11220166,B,B60J
10894324,G,G06T
10894324,G,G06V
10894324,G,G05B
10845560,G,G02B
11355069,G,G09G
10894331,B,B26B
10943660,G,G11C
10894331,Y,Y10T
10845568,G,G02B
10845568,G,G03B
11122573,H,H04B
11122573,H,H04W
11261014,B,B65D
11122577,H,H04W
10943666,G,G11C
10943666,H,H03K
10943666,H,H02H
10943666,H,H10D
11122580,H,H04W
11122580,H,H04B
11122580,H,H04L
10845582,G,G02B
11173357,A,A63B
11173361,A,A63B
11355084,G,G09G
11035667,G,G01B
11035667,E,E04F
11035667,G,G08B
11220180,B,B60K
11220180,B,B60W
11220180,G,G01C
11220180,G,G05D
11079292,B,B66C
11079292,G,G01L
10943679,G,G16H
10943679,G,G06Q
10845601,G,G02B
10845601,G,G06F
10845601,A,A63F
11079295,G,G01L
10845601,G,G06T
10845601,H,H04N
10845605,B,B60R
10845605,G,G02B
10845605,B,B60Q
11173374,A,A63B
11035692,G,G01C
11035692,A,A43B
11035692,G,G01P
11220189,B,B60L
11220189,Y,Y02T
11035699,G,G01D
11035699,G,G01B
11035699,G,G01J
11355104,G,G10L
11035699,G,G01M
11035699,G,G02B
11355104,G,G06F
11261052,B,B65H
11261052,A,A45F
11261062,B,B66B
10845628,G,G02F
10845628,B,B60J
10845628,B,B60R
10845628,G,G05B
10845628,G,G06F
10845628,G,G06V
11261062,F,F16H
10845628,G,G06T
10845630,G,G02F
11079322,G,G01N
10845630,G,G09G
10845630,G,G02B
10845630,H,H04N
11220206,B,B60P
11079324,G,G01N
11079324,G,G01J
11079325,G,G01N
11122634,H,H04M
11122634,H,H04W
11122634,H,H04B
11122634,H,H04Q
11079332,G,G01N
11079332,G,G06T
11079332,G,G06V
11261081,B,B81B
11261081,G,G02B
11261081,H,H02N
11261081,H,H04N
11261081,H,H10N
11261081,B,B81C
10943689,G,G16H
10943689,G,G06Q
10943689,H,H04N
11079346,G,G01N
11122648,H,H04W
11122648,H,H04B
10845666,G,G02F
10845666,Y,Y10T
11309257,H,H01L
11309257,H,H10F
11309257,G,G01R
11309257,H,H05K
11079362,F,F03G
11079362,G,G01N
11079362,F,F16K
11079363,G,G01N
11173412,A,A63H
11309261,H,H01L
11122658,H,H05B
11122658,Y,Y02B
11122659,H,H05B
11309261,H,H10D
11355152,G,G11B
11309261,H,H10H
10894383,B,B32B
11355152,H,H05K
10894383,B,B60N
10894383,D,D04H
10894384,B,B32B
10894384,B,B29C
10894384,D,D04H
10894384,B,B29K
10894384,B,B29L
11355158,G,G11B
11355158,G,G06F
11355158,G,G06V
11355158,G,G09B
10845710,G,G03F
10845710,G,G06F
10845710,H,H01L
11079391,G,G01N
10845713,G,G03F
10845713,G,G01N
11309270,H,H01L
11309270,B,B32B
11309270,C,C08L
11309270,C,C09J
11309270,H,H01R
11309270,H,H05K
11309270,C,C08K
11261111,C,C02F
11261111,Y,Y02W
10845731,G,G03G
10943729,H,H01F
10894394,B,B32B
11035791,G,G01N
10894394,B,B44C
10943729,H,H01L
10987472,A,A61M
11035791,H,H01M
10894394,B,B44F
10845738,G,G03G
10845738,G,G03B
11035791,Y,Y02E
10943729,H,H10D
10845738,H,H04N
11355184,G,G11C
11355184,G,G06N
11355184,H,H03F
11355184,H,H03M
11261117,C,C03B
11261117,F,F23C
11261117,F,F23D
11261117,F,F23L
11261117,F,F23N
11261117,Y,Y02E
11261117,Y,Y02P
11220273,B,B60W
10894400,B,B41J
11309275,H,H01L
11309275,H,H10F
11261121,C,C03B
11035805,G,G01N
11261121,G,G02B
11079429,G,G01R
11122699,H,H05K
11079431,G,G01R
10987478,A,A61M
11079431,G,G06F
11079432,G,G01R
11079432,H,H01L
11079433,G,G01R
10943742,H,H01G
10943742,C,C08F
10943742,C,C09D
11035817,G,G01N
10943742,C,C08G
10894413,B,B41J
10943744,H,H01G
10943744,B,B22F
10943744,C,C25D
11122714,H,H05K
11122714,H,H02M
11261133,C,C04B
11261133,B,B22F
11261133,B,B28B
11309280,H,H01L
11261133,C,C22C
11309280,H,H04M
11220296,B,B62D
11261133,B,B23C
11261133,B,B23P
11079458,G,G01R
11079458,H,H02P
11261136,C,C05G
11261136,C,C05C
11261136,C,C09K
10845785,G,G05B
11261136,Y,Y02P
10845785,G,G06F
10987495,A,A61M
10845785,Y,Y02P
10987495,A,A61B
10987497,A,A61M
11122738,A,A01D
11035845,G,G01N
11035845,C,C12M
11035845,C,C12Q
11035845,G,G02B
11035845,G,G06T
11035845,G,G06V
11355213,G,G06F
11355213,G,G11C
10845795,G,G05D
10845795,A,A63H
10845795,B,B62D
10845795,Y,Y10S
11355215,G,G11C
11035851,G,G01N
11035851,C,C12Q
11220323,B,B64C
10894447,B,B60C
11035854,G,G01N
11035854,C,C12Q
11079484,G,G01S
11079484,G,G06K
11079484,H,H04B
11079484,H,H04W
11261152,C,C07C
11261152,A,A61K
11261152,A,A61P
11079491,G,G01S
11261152,C,C07D
11220345,B,B64D
10943782,H,H01L
11220345,B,B64C
10943782,H,H10B
11220345,Y,Y02T
11079495,G,G01S
11079495,G,G06N
10943785,H,H01L
10943785,B,B23K
10987516,A,A61N
10943785,H,H10D
10943785,H,H10K
11079502,G,G01T
11079502,G,G06F
10987518,A,A61N
10894468,B,B60K
10894468,B,B60L
10894468,B,B60W
10894468,B,B60Y
10894468,Y,Y02T
11122789,A,A01M
11122789,E,E04B
11122789,A,A01N
11220354,B,B64F
11220354,B,B29C
11220354,B,B29D
11220354,B,B64C
11220354,Y,Y02T
10845816,G,G05D
10845816,B,B60W
10845816,G,G01C
10987524,A,A61N
10845816,G,G06N
10845816,G,G06V
11122805,A,A01N
11261172,C,C07D
11261172,C,C07C
11261172,C,C09B
11261172,G,G02B
11261172,H,H04N
11261172,H,H10K
11261172,H,H10F
11122812,A,A22C
10845823,G,G05D
10845823,G,G01C
10943799,H,H01L
10943799,B,B05B
10943799,B,B08B
10943799,B,B29C
10943799,B,B29L
10987543,A,A63B
10943805,H,H01L
10987543,G,G09B
11261184,C,C07D
11261184,A,A61K
11261184,A,A61P
11355264,H,H01B
11355264,C,C08K
10894495,B,B60N
11355264,C,C08L
10894495,B,B64D
10987545,A,A63B
11355264,H,H02G
10987545,B,B63C
10845832,G,G05F
11355264,C,C08G
10845832,G,G06F
10845832,H,H03F
10845832,G,G01R
11355270,B,B22F
11355270,B,B05D
11355270,G,G11B
11355270,H,H01F
11355270,C,C22C
11220385,B,B65D
11220385,B,B31B
11035927,G,G01S
11035927,G,G08G
11035927,H,H04W
11220386,B,B65D
11220386,A,A01K
11220386,F,F41H
11220386,F,F42B
11035930,G,G01S
11035930,G,G01V
11173526,B,B08B
11173526,B,B23K
11173526,H,H01S
11261196,A,A61P
11261196,C,C07D
11261196,A,A61K
11261196,C,C07B
11035942,G,G01S
10894512,B,B60R
10894512,B,B60Q
11035942,H,H04L
11035942,H,H04W
10845857,G,G06F
10845857,H,H04B
10845857,H,H01R
11173542,B,B22C
11173542,B,B22D
11173542,B,B28B
11173542,B,B32B
11173542,B,B33Y
11261201,A,A61K
11173542,C,C04B
11261201,C,C07F
11261201,A,A61P
11261201,C,C07C
11173542,Y,Y02P
10894519,B,B60R
10894519,G,G01R
10894519,H,H01H
10894520,B,B60R
10894520,F,F01N
10894520,H,H02J
10894520,Y,Y02A
10894520,Y,Y02T
11220410,B,B65H
11220410,B,B41J
10894521,B,B60R
11261201,C,C07D
10894521,B,B29C
10894521,B,B29K
11079574,G,G02B
10894521,B,B29L
10894522,B,B60R
11035951,G,G01S
11035951,B,B65D
11079579,G,G02B
11079579,G,G03B
11220421,B,B05B
11220421,B,B60W
11220421,A,A01B
11220421,A,A01C
11220421,A,A01D
11220421,A,A01M
11035960,G,G01S
11220421,B,B08B
11035960,H,H04B
11220421,B,B67D
11122856,G,G01C
11122856,A,A43B
11173556,B,B23D
11220421,E,E02F
11122856,A,A61B
11220421,F,F16L
11220421,G,G01M
11220421,G,G05D
11220421,G,G07C
11122856,A,A61F
11122856,A,A63B
11122856,G,G16H
11220421,G,G01F
11173562,B,B23K
11173562,H,H05K
11309331,H,H10B
11035970,G,G01V
11309331,H,H01L
11035970,B,B63B
11309331,G,G11C
11122861,A,A43B
11122863,A,A43B
11122863,D,D04B
11122863,D,D10B
11261219,C,C07K
11261219,C,C12N
11261219,C,C12P
11261219,C,C12Q
11261219,G,G01N
11261219,C,C12Y
11309335,H,H10D
11309335,H,H01L
11122874,A,A45C
11122874,A,A45F
11261224,C,C07K
11261224,A,A61K
11261224,A,A61P
11261224,C,C12N
11309340,H,H10D
11261224,G,G01N
11122878,A,A45D
11122878,B,B26B
11122878,G,G06F
11122878,G,G10L
11079602,F,F21S
11079602,G,G02B
11079602,F,F21Y
11220437,C,C01G
11220437,C,C02F
11220437,C,C01P
10943843,H,H01L
11220437,Y,Y02P
10894558,B,B62D
11122887,A,A47B
11122887,B,B25H
11122887,B,B60B
11173594,B,B25J
11122888,A,A47B
11079607,G,G02B
11079607,G,G03B
11079607,H,H04N
11355334,H,H01J
11355335,G,G01N
11355335,H,H01J
10894572,B,B62J
10894572,B,B62K
10894572,G,G01D
