patent_id,section_code,subclass
10530431,H,H04W
10669140,G,G05B
10669140,G,G05D
10669140,G,G06F
10669140,G,G06Q
10669140,G,G06T
10669140,G,G06V
10669140,G,G08G
10669140,G,G10L
10669140,H,H02J
10669140,H,H04B
10717949,C,C11D
10669140,H,H04L
10669140,H,H04N
10717949,C,C12N
10669140,H,H04W
10717949,C,C12Y
10761367,G,G02F
10669140,B,B60Y
10669140,G,G06K
10669140,Y,Y02P
10669140,Y,Y02T
10669140,Y,Y02W
10669140,Y,Y04S
10669140,Y,Y10S
10530439,H,H04W
10530439,H,H04B
10530439,H,H04J
10530439,H,H04L
10626926,F,F16D
10626926,B,B60K
10626926,F,F16H
10626926,B,B60Y
10626929,F,F16D
10626929,F,F16H
10761373,G,G02F
10761373,G,G09G
10669146,B,B67D
10669146,B,B05B
10669150,B,B81B
10669150,H,H01H
10669150,H,H02N
10717966,C,C12N
10717969,C,C12N
10717969,C,C11D
10717969,C,C12Y
10530460,H,H04B
10530460,H,H04W
10669157,C,C01B
10669157,B,B01J
10669157,C,C30B
10717977,C,C12N
10717977,G,G01N
10669164,B,B01D
10669164,C,C02F
10669164,H,H05K
10530467,H,H04B
10669164,Y,Y02A
10530467,H,H04W
10669166,C,C02F
10669166,A,A23B
10669166,A,A23V
10761393,G,G02F
10761393,Y,Y10T
10669166,Y,Y02A
10669166,Y,Y02W
10803536,G,G06Q
10803536,G,G01C
10803536,G,G06N
10717986,A,A01H
10717986,C,C12N
10717986,C,C12Q
10577653,C,C12Q
10577653,G,G01N
10803545,G,G06T
10669174,C,C02F
10669174,B,B82Y
10803545,G,G06Q
10803545,G,G10L
10851198,C,C08G
10851198,B,B01D
10851198,B,B29C
10851198,C,C02F
10626974,B,B22F
10851198,B,B29K
10851198,B,B29L
10626974,B,B23P
10626974,B,B33Y
10626974,C,C21D
10626974,C,C23C
10626974,F,F16H
10577657,C,C12Q
10577657,A,A61K
10626974,Y,Y02P
10577657,C,C07K
10626974,Y,Y10T
10577657,G,G01N
10717993,C,C12N
10717993,A,A61P
10577660,C,C12Q
10669180,C,C02F
10626982,F,F16H
10530497,H,H04B
10530497,H,H04L
10530497,H,H04Q
10530497,Y,Y02D
10669180,Y,Y02W
10577672,C,C21D
10851210,C,C08G
10851210,C,C08L
10577672,C,C22C
10851210,C,C08K
10851210,C,C09D
10530500,H,H04B
10530500,H,H04W
10577672,C,C23C
10577672,F,F16C
10718006,C,C12Q
10718006,C,C12Y
10718006,G,G01N
10530516,H,H04J
10530516,H,H04B
10900013,C,C12M
10900013,C,C02F
10900013,C,C05F
10900013,Y,Y02P
10900013,Y,Y02W
10851218,C,C08J
10851218,C,C08G
10900019,C,C12N
10900019,A,A61K
10627010,F,F16K
10627010,F,F16L
10627010,Y,Y10T
10530529,H,H04L
10530529,G,G01S
10530529,H,H04B
10627018,F,F16L
10627018,B,B23K
10627018,E,E04B
10803575,G,G06V
10803575,G,G05B
10627018,E,E04C
10627018,E,E04F
10803575,G,G06F
10627018,E,E03C
10803575,G,G06N
10530529,H,H04W
10803575,G,G06T
10627024,F,F16L
10718026,C,C12Q
10851234,C,C08L
10851234,C,C08J
10851234,C,C08K
10761467,G,G03G
10577714,C,C25D
10627050,F,F17C
10627050,H,H05B
10627050,F,F16K
10627050,G,G05D
10577719,C,C30B
10577719,H,H01J
10900046,C,C12N
10900046,Y,Y02A
10577719,H,H05H
10530567,H,H04L
10530567,G,G06F
10530567,Y,Y04S
10761486,G,G04B
10761486,G,G04C
10577727,D,D01H
10577727,D,D01D
10577727,D,D02G
10577727,D,D10B
10761486,G,G04F
10761486,G,G04G
10718045,C,C23C
10718045,B,B21D
10669239,C,C07D
10669239,A,A61K
10718045,C,C21D
10669239,A,A61P
10761493,G,G05B
10761493,F,F15B
10718045,Y,Y10T
10669239,C,C07C
10669239,C,C07B
10803605,G,G06T
10803605,G,G06V
10803606,G,G06T
10803606,H,H04N
10530586,H,H04L
10530586,H,H04W
10900070,C,C12Q
10900070,C,C07H
10900070,C,C12N
10900070,G,G01N
10577754,E,E01C
10577754,A,A63B
10577754,A,A63C
10627078,F,F21V
10627078,F,F21S
10627078,F,F21Y
10577754,B,B63B
10577755,E,E01C
10577755,A,A01G
10577755,F,F28F
10577755,H,H05B
10577755,Y,Y10T
10718058,C,C25C
10900086,C,C12Q
10900086,G,G01N
10627087,F,F21S
10627087,F,F21V
10900094,C,C12Q
10900094,C,C12N
10803624,G,G06T
10803624,H,H04N
10577785,E,E03C
10577798,E,E04B
10577798,E,E04C
10851281,C,C09K
10851281,C,C04B
10900113,C,C23C
10900113,C,C21D
10900113,C,C22C
10718089,D,D21H
10718089,C,C08B
10718089,C,C08L
10761545,G,G05D
10761545,A,A01G
10761545,F,F16L
10900113,C,C23F
10900113,H,H01F
10900113,F,F27B
10627112,F,F24B
10900113,F,F27D
10627113,F,F24C
10851281,C,C10M
10627113,F,F23D
10761548,G,G05D
10761548,G,G05B
10718089,B,B41M
10761548,G,G06F
10718089,Y,Y10T
10851281,E,E21B
10718091,E,E01C
10718091,F,F21S
10718091,F,F21V
10718091,H,H05B
10718091,F,F21W
10803649,G,G06T
10718091,F,F21Y
10577814,E,E04G
10718093,E,E01C
10718093,G,G06Q
10851281,C,C10N
10577819,E,E04H
10577819,F,F03D
10761557,G,G05G
10851281,Y,Y02W
10761557,B,B64C
10577819,F,F05B
10761557,G,G01D
10577819,Y,Y02E
10577819,Y,Y02P
10900120,C,C23C
10803657,G,G06T
10803657,G,G01C
10900120,H,H01L
10803657,G,G08G
10577825,E,E04H
10900127,C,C23F
10900127,H,H01L
10900127,B,B05D
10900130,H,H02J
10900130,C,C07C
10900130,C,C25B
10900130,Y,Y02E
10761575,G,G06F
10761575,A,A61B
10761575,A,A63B
10761575,G,G04C
10761575,G,G09B
10669294,C,C07F
10669294,C,C08G
10669294,C,C08K
10627141,F,F25B
10627141,B,B01D
10900141,C,C30B
10803677,G,G06T
10803677,G,G06V
10900149,D,D04B
10900149,A,A43B
10900149,D,D10B
10530657,H,H04L
10530657,G,G06F
10803681,G,G07C
10803681,G,G06F
10803681,H,H04L
10530659,H,H04L
10803681,H,H04W
10530659,G,G06F
10577853,E,E05F
10577853,E,E04B
10577853,E,E05D
10577853,E,E06B
10577853,G,G06F
10577853,H,H04N
10577853,E,E05Y
10669306,C,C07K
10669306,C,C07C
10669306,C,C40B
10577863,E,E06C
10577863,A,A47B
10669313,C,C07K
10530676,H,H04L
10530676,B,B61L
10669313,A,A61K
10669313,C,C07B
10669313,C,C12N
10761605,A,A41D
10761605,G,G06F
10627168,F,F28F
10627168,C,C21D
10627168,C,C22C
10627168,F,F28D
10761608,A,A63F
10761608,G,G06F
10803698,G,G07F
10627168,F,F16L
10761608,G,G06T
10761608,G,G09G
10761608,H,H04B
10627168,Y,Y02P
10761610,G,G06F
10761610,G,G06V
10761610,H,H04N
10761610,Y,Y02D
10530688,H,H04L
10761617,G,G06F
10761617,B,B60R
10530690,H,H04N
10530690,H,H04L
10803714,G,G08B
10803714,F,F21L
10803714,F,F21V
10803714,F,F21W
10627183,F,F41A
10627183,F,F41G
10627183,F,F41J
10761626,G,G06F
10761626,H,H10K
10530697,H,H04L
10530698,H,H04L
10530698,H,H04W
10577903,E,E21B
10577903,F,F04B
10669326,C,C07K
10669326,A,A61K
10577906,E,E21B
10669326,A,A61P
10577906,H,H05B
10669326,C,C12N
10669326,C,C12Q
10669326,G,G01N
10577919,E,E21B
10851339,C,C12M
10851339,B,B01D
10669331,C,C07K
10851339,C,C12N
10669331,A,A61K
10669331,A,A61P
10577931,E,E21C
10577931,B,B28D
10669331,G,G01N
10900206,E,E03B
10900206,F,F16J
10900206,F,F16L
10900206,B,B65D
10900206,B,B67D
10900206,F,F15B
10900208,E,E03C
10900208,B,B05B
10900208,F,F16K
10718167,E,E21B
10530723,H,H04L
10627229,G,G01C
10627229,A,A61B
10627229,G,G01P
10718173,E,E21B
10761662,G,G06F
10900221,E,E04B
10900221,E,E04F
10669338,C,C07K
10669338,A,A61K
10669338,A,A61P
10851351,C,C12N
10851351,C,C12P
10851351,C,C12Y
10851351,Y,Y02P
10851352,C,C12N
10851352,C,C12P
10851352,C,C12Y
10530737,H,H04L
10530737,H,H04N
10530737,H,H04W
10669343,C,C07K
10669343,A,A61K
10669343,A,A61P
10627257,B,B60L
10669344,C,C07K
10669344,A,A61P
10627257,G,G01D
10627257,G,G01N
10627257,H,H01F
10627257,H,H02J
10718201,E,E21B
10627257,H,H04B
10669344,A,A61K
10627257,G,G01V
10627257,Y,Y02E
10627257,Y,Y02T
10627257,Y,Y04S
10530752,H,H04L
10530752,G,G06F
10627266,G,G01F
10627266,E,E21B
10627266,F,F01D
10627266,F,F05D
10803760,G,G08G
10803760,B,B64D
10900256,E,E05B
10803763,G,G09B
10627273,G,G01F
10627273,B,B06B
10627273,G,G01H
10627273,G,G01S
10627273,A,A61B
10761699,G,G06F
10761699,G,G06T
10900260,E,E05B
10900260,A,A45C
10900260,G,G01C
10900260,G,G01S
10900260,G,G06F
10900260,G,G12B
10900260,H,H04W
10627282,G,G01F
10627282,B,B65D
10627285,G,G01J
10577977,F,F01D
10577977,F,F05D
10577977,Y,Y02T
10803776,G,G09F
10803776,H,H10D
10803776,H,H10K
10803776,Y,Y02E
10851378,C,C12N
10803776,Y,Y02P
10851378,A,A61K
10669361,C,C08F
10851378,A,A61P
10669361,B,B01J
10669361,C,C08J
10851378,C,C07K
10669361,C,C08K
10718223,F,F01D
10851378,G,G01N
10718223,F,F05D
10669361,C,C08L
10718223,Y,Y02T
10803781,G,G09G
10803781,G,G02B
10900276,E,E06B
10900276,B,B65G
10761726,G,G06F
10761726,H,H04L
10627304,G,G01M
10627304,B,B64D
10627304,G,G01G
10627304,G,G01N
10627304,B,B64C
10627308,G,G01M
10803789,G,G09G
10627308,G,G01N
10803789,H,H10D
10761732,G,G06F
10669370,C,C08G
10669370,C,C07C
10669370,C,C09D
10803793,G,G09G
10761736,G,G06F
10530780,H,H04L
10530780,G,G06F
10761738,G,G06F
10851396,C,C12P
10851396,C,C12N
10851396,C,C12R
10851396,Y,Y02E
10718237,F,F01L
10718237,Y,Y02T
10530788,H,H04L
10900306,E,E21B
10530800,H,H04L
10530800,G,G06F
10851408,C,C12Q
10530803,H,H04L
10627341,G,G01N
10578024,F,F02C
10578024,F,F23Q
10578024,F,F23R
10803815,G,G09G
10803815,B,B01L
10803815,C,C12M
10803815,G,G02B
10718250,F,F01N
10718250,B,B60W
10718250,F,F02D
10851421,C,C12Q
10578029,F,F02C
10851421,C,C12N
10578029,F,F01D
10578029,F,F16C
10578029,F,F05D
10900336,E,E21B
10718252,F,F01N
10718252,A,A01B
10718252,F,F16L
10900343,E,E21B
10900345,E,E21B
10627360,G,G01N
10761766,G,G06F
10627360,A,A61B
10900345,G,G01V
10900346,E,E21B
10803824,G,G09G
10803824,G,G02F
10900346,G,G01C
10900346,G,G01V
10761766,G,G11B
10761766,G,G11C
10627365,G,G01N
10627370,G,G01N
10627370,B,B23K
10627370,B,B33Y
10627375,G,G01N
10627375,H,H01J
10530832,H,H04L
10530832,G,G06F
10803841,G,G10F
10803841,G,G10H
10803841,G,G10D
10578055,F,F02K
10578055,F,F01D
10578055,F,F01L
10578055,F,F02C
10578055,F,F05D
10578055,Y,Y02T
10578056,F,F02K
10578056,B,B64G
10578056,F,F15B
10578056,F,F05D
10900379,F,F01D
10900379,F,F16C
10900379,F,F16F
10669421,C,C08L
10669421,B,B29C
10669421,B,B33Y
10669421,C,C08G
10669421,B,B29K
10851446,C,C22F
10851446,C,C22C
10900384,F,F01K
10900384,C,C01B
10900384,Y,Y02P
10627399,G,G01N
10627399,C,C12Q
10530860,H,H04L
10851456,C,C23C
10851457,C,C23C
10851457,H,H01L
10900395,F,F01M
10718286,F,F02D
10718286,Y,Y02T
10803863,G,G10L
10803863,G,G06F
10627419,G,G01N
10627419,B,B01L
10530893,H,H04L
10900414,F,F02C
10900414,F,F04D
10900414,F,F01D
10900414,F,F02K
10900414,F,F05D
10900414,Y,Y02T
10578100,F,F04C
10578100,B,B01J
10578100,B,B30B
10761831,G,G06F
10761831,B,B66F
10761831,G,G05B
10761831,H,H04L
10761834,G,G06F
10761834,H,H04L
10578108,F,F04C
10900427,F,F02D
10900427,B,B60K
10900427,F,F02M
10627444,G,G01R
10627450,G,G01R
10627450,G,G06F
10627450,B,B60L
10627450,Y,Y02T
10900435,F,F02D
10900435,F,F02M
10718321,F,F04B
10718321,F,F04D
10718321,H,H02K
10900437,F,F02D
10718321,F,F16K
10900437,B,B60W
10900437,G,G05B
10900438,F,F02D
10900438,F,F02M
10900438,Y,Y02T
10578126,F,F04D
10578126,F,F05D
10578127,F,F04D
10578127,F,F01D
10578127,F,F05D
10578127,Y,Y02T
10761862,G,G06F
10627466,G,G01R
10627466,G,G01T
10900449,F,F02M
10803919,G,G11C
10803919,G,G06F
10530923,H,H04M
10530923,G,G06Q
10718339,F,F04D
10718339,G,G06F
10718339,H,H02K
10900453,F,F02N
10900453,B,B60K
10627481,G,G01S
10803931,G,G05F
10803931,G,G11C
10803931,H,H10B
10803931,H,H10D
10578158,F,F16C
10578158,F,F01D
10761874,G,G06F
10578158,F,F04D
10530937,H,H04M
10530937,H,H04W
10578158,F,F05B
10578158,F,F05D
10530943,H,H04N
10578168,F,F16D
10761891,G,G06F
10627509,G,G01S
10761894,G,G06F
10627509,Y,Y02A
10761894,G,G06N
10761895,G,G06F
10851537,E,E04B
10851537,E,E04C
10851537,F,F16B
10851537,F,F16L
10851537,Y,Y10T
10530966,H,H04N
10530966,G,G06F
10530966,H,H04L
10627521,G,G01S
10627521,B,B60W
10627521,G,G05D
10627521,G,G06F
10627521,G,G06N
10627521,G,G06T
10627521,G,G06V
10803955,G,G11C
10803955,H,H10B
10761914,G,G06F
10803957,G,G11C
10627525,G,G01S
10627525,A,A63B
10627535,G,G01V
10627535,G,G01R
10803963,G,G11C
10803963,G,G01R
10803963,G,G05F
10803963,G,G06F
10803963,H,H02M
10900514,F,F16B
10900514,B,B60R
10900514,H,H02G
10669507,C,C10M
10669507,C,C10N
10718384,F,F16D
10718384,F,F01C
10718387,F,F04C
10718387,F,F16D
10718387,F,F04B
10718387,H,H02P
10578232,F,F16L
10803975,G,G16B
10803975,G,G06F
10803975,G,G16H
10718395,F,F16F
10718395,B,B60G
10718395,F,F16H
10761935,G,G06F
10578251,F,F17C
10578251,A,A61J
10578251,F,F16J
10578251,G,G01R
10578252,F,F17D
10578252,C,C08K
10718410,F,F16H
10761952,G,G06F
10627570,G,G02B
10627570,B,B60Q
10627570,F,F21S
10627570,C,C03B
10803990,G,G16H
10900543,F,F16H
10900543,B,B60K
10900543,B,B60Y
10900543,Y,Y02T
10900543,Y,Y10S
10627574,G,G02B
10761960,G,G06F
10761960,G,G06Q
10669556,C,C12N
10669556,A,A01N
10669556,C,C07K
10669556,Y,Y02A
10761971,G,G06F
10627589,G,G02B
10531028,H,H04N
10851600,E,E21B
10851600,F,F16L
10761975,G,G06F
10761975,G,G06Q
10531032,H,H03M
10531032,H,H04N
10718430,F,F16H
10761981,G,G06F
10761981,G,G11C
10761983,G,G06F
10718434,F,F16J
10718434,B,B24B
10718434,F,F01D
10900571,F,F16K
10718434,F,F05D
10900571,F,F02D
10900571,F,F02M
10900571,Y,Y02E
10900573,F,F16K
10900573,H,H01J
10718439,F,F16K
10718439,E,E03C
10718439,Y,Y10T
10578300,F,F23D
10578300,B,B29C
10578300,C,C11C
10578300,B,B29K
10761995,G,G06F
10578300,B,B29L
10761996,G,G06F
10900593,F,F16L
10900593,H,H02G
10900593,F,F16B
10718451,F,F16L
10718451,H,H05H
10900608,F,F16M
10900608,A,A44C
10900608,A,A45F
10718451,B,B23K
10900608,B,B60R
10900608,B,B62B
10900608,B,B62J
10851639,E,E21B
10900608,A,A63H
10900608,B,B65D
10900608,F,F16L
10718460,F,F16L
10578332,F,F24F
10578332,F,F25B
10578332,F,F25D
10578332,Y,Y02B
10762023,G,G06F
10900614,F,F17D
10900614,H,H02G
10900614,E,E02F
10900614,F,F16L
10900614,G,G02B
10531080,H,H04N
10531080,G,G02F
10531080,G,G06T
10531080,G,G09G
10627655,G,G02F
10531085,H,H04N
10627666,G,G02F
10627667,G,G02F
10627667,G,G02B
10804052,H,H01H
10804052,G,G08B
10762044,G,G06F
10804059,H,H01H
10804059,H,H01F
10762049,G,G06F
10669623,C,C23C
10669623,H,H01F
10669623,H,H01L
10762049,H,H04L
10578359,F,F26B
10669627,C,C23C
10669627,H,H01L
10804070,G,G21K
10531110,H,H04N
10804070,B,B22F
10627685,G,G02F
10804070,B,B33Y
10627685,H,H01L
10627685,H,H10D
10804070,H,H01J
10804070,Y,Y02P
10900650,F,F21S
10851677,F,F01K
10900650,F,F21V
10900650,F,F21L
10900650,F,F21W
10578365,F,F28D
10578365,F,F24H
10578365,F,F28F
10578365,Y,Y02E
10578366,F,F28D
10578366,E,E01C
10578366,F,F28F
10578366,E,E01F
10669641,C,C25B
10669641,B,B01J
10851682,F,F01L
10531123,H,H04N
10578377,F,F28F
10578377,F,F25B
10578377,F,F28D
10669647,C,C30B
10669647,H,H01L
10762079,G,G06F
10762079,G,G06Q
10578380,F,F41A
10762079,H,H04L
10804088,H,H01J
10900672,F,F24F
10900672,F,F04F
10578394,F,F41C
10669656,D,D04B
10669656,A,A43B
10669656,D,D10B
10900679,F,F24F
10900679,F,F28F
10900679,F,F25B
10900679,Y,Y02B
10804098,H,H01L
10804098,C,C01B
10804098,C,C23C
10804098,H,H10D
10718509,F,F21V
10718509,F,F21S
10718509,H,H04R
10804103,H,H01L
10804103,B,B41K
10804103,C,C09D
10669666,D,D06F
10669668,D,D06F
10627752,G,G03G
10627752,B,B65H
10900699,F,F25J
10900699,F,F25B
10900699,G,G01N
10900699,Y,Y02B
10900701,F,F25C
10531158,H,H04N
10578423,G,G01B
10578423,G,G01C
10578423,G,G01S
10578423,G,G06T
10578423,H,H04N
10804112,H,H01L
10804112,B,B81C
10578431,G,G01C
10578431,G,G01J
10578431,G,G01S
10900717,F,F28D
10900717,B,B01D
10900717,F,F04B
10900717,F,F28F
10900717,Y,Y02E
10900722,F,F28F
10900722,B,B21C
10900722,B,B23P
10900722,F,F28D
10900731,F,F41A
10718549,F,F24H
10718549,F,F24D
10718549,F,F25B
10531191,H,H04R
10531191,G,G10L
10718549,Y,Y02B
10718551,F,F25B
10669712,E,E04B
10851743,F,F02M
10669712,E,E04F
10669712,E,E05D
10851743,Y,Y02T
10578459,A,A61B
10578459,G,G01D
10578459,G,G01N
10578459,G,G01T
10900771,G,G01B
10669717,E,E04C
10900771,A,A61B
10669717,E,E04B
10669717,E,E04G
10669717,A,A63B
10578463,G,G01D
10900771,A,A61F
10900771,A,A61M
10669717,E,E04H
10627813,B,B60W
10627813,B,B60K
10627813,G,G08G
10531203,H,H04R
10900789,G,G01C
10900789,H,H04M
10762167,G,G16H
10762167,A,A61N
10762168,G,G16H
10762168,G,G06F
10718571,F,F28D
10718571,C,C08F
10900801,G,G01C
10900801,G,G06F
10900801,G,G06K
10900801,G,G06T
10900801,B,B60R
10762175,G,G06F
10762175,H,H04W
10762175,H,H04L
10627824,G,G05D
10627824,A,A01B
10531221,H,H04S
10578494,G,G01J
10531221,H,H04R
10669756,E,E05C
10669756,E,E05F
10669756,E,E05Y
10718598,F,F42B
10718598,B,B60L
10718598,B,B63G
10718598,H,H02K
10718598,H,H02P
10718598,Y,Y02T
10762187,G,G06K
10762187,G,G06Q
10762187,G,G07C
10804151,H,H01L
10762187,H,H04L
10762187,H,H04W
10762189,G,G06F
10762189,H,H04L
10762189,H,H04W
10762190,G,G06F
10762190,G,G06Q
10627843,G,G05F
10762190,H,H04L
10762191,G,G06F
10578522,F,F24F
10578522,G,G01N
10578522,Y,Y02B
10762191,H,H04L
10578523,G,G01N
10578523,B,B01F
10578523,B,B01L
10718609,G,G01B
10762191,G,G06N
10718609,G,G01C
10718609,G,G06T
10718610,G,G01B
10900842,G,G01J
10900842,G,G02B
10578525,G,G01N
10718622,G,G01C
10718622,G,G08G
10851788,F,F04C
10627863,G,G06F
10627863,H,H01F
10627863,H,H01R
10851799,F,F04D
10851799,B,B29C
10851799,F,F03B
10669786,E,E21B
10851799,B,B29L
10851799,F,F04B
10851799,F,F05B
10851799,F,F05D
10851799,F,F16B
10851799,Y,Y02E
10627877,G,G06F
10669803,E,E21B
10804165,H,H10D
10804165,B,B82Y
10900884,G,G01N
10627892,G,G06F
10627892,Y,Y02D
10578577,G,G01N
10578577,H,H10D
10578584,G,G01N
10804170,H,H01L
10804170,G,G06F
10804170,H,H10D
10578598,G,G01N
10578598,B,B82Y
10851832,E,E21B
10851832,F,F16C
10851832,F,F16H
10762251,G,G01C
10762251,G,G01S
10762251,G,G06F
10762251,G,G06Q
10762251,G,G06T
10762251,G,G06V
10762251,H,H04W
10851832,F,F16L
10762251,G,G05B
10762251,G,G05D
10762251,G,G06N
10762251,Y,Y02P
10762256,G,G06F
10762256,G,G05B
10762256,G,G06V
10762259,G,G06F
10578611,G,G01N
10531316,H,H04W
10718689,G,G01M
10718689,G,G01H
10718689,G,G05B
10578629,G,G01N
10578629,A,A61P
10531330,H,H04W
10531330,H,H04B
10531330,H,H04L
10531331,H,H04W
10900940,G,G01N
10900940,B,B01D
10718703,G,G01N
10627951,G,G06F
10627952,G,G06F
10627952,H,H04B
10669884,F,F01D
10669884,B,B05B
10669884,B,B08B
10669884,F,F04D
10669884,F,F05D
10627959,G,G06F
10627959,G,G01R
10851861,F,F16D
10804186,H,H01L
10762300,G,G06F
10804186,H,H02M
10578659,G,G01R
10669893,F,F01D
10669893,F,F02C
10804186,H,H02P
10669893,F,F05D
10804188,H,H01L
10531365,H,H04W
10531365,H,H04B
10578675,G,G01R
10578675,H,H02J
10627984,G,G06F
10627984,G,G06Q
10627984,G,G06T
10531371,H,H04W
10531371,H,H04L
10718731,G,G01N
10718731,G,G01Q
10718731,H,H01J
10578699,G,G01R
10900981,G,G01N
10900981,B,B01L
10900981,C,C12Q
10578702,G,G01R
10578702,A,A61K
10578702,G,G01V
10804193,H,H01L
10578702,G,G09B
10628005,G,G06F
10762330,G,G06Q
10628006,G,G06F
10762330,G,G06F
10578706,G,G01S
10718738,G,G01N
10762330,G,G06T
10762330,G,G06V
10762330,G,G07G
10762330,G,G08B
10762330,H,H04N
10718741,G,G01N
10718741,G,G01S
10718741,G,G10K
10804197,H,H01L
10804197,H,H10B
10531387,H,H04W
10531387,Y,Y02D
10628017,G,G06F
10669928,F,F02B
10669928,B,B60K
10669928,F,F01M
10628017,H,H04S
10669928,Y,Y02T
10762336,G,G06V
10762336,G,G06T
10762336,H,H04N
10531398,H,H04W
10531398,H,H04L
10901005,G,G01R
10718754,G,G01N
10718754,C,C07K
10718754,C,C12N
10578733,G,G01S
10578733,Y,Y02A
10762344,G,G06T
10762344,G,G06F
10762344,G,G06V
10851897,F,F16J
10851897,B,B32B
10578746,G,G01S
10901025,G,G01R
10669945,F,F02C
10669945,F,F01D
10669945,F,F05D
10762353,G,G06V
10762353,G,G08B
10762353,H,H04L
10804208,H,H01L
10804208,G,G06F
10628043,G,G06F
10851907,F,F16K
10531419,H,H04L
10531419,H,H04W
10851907,H,H01F
10669954,F,F02D
10669954,F,F02M
10669954,Y,Y02T
10804212,H,H01L
10762364,G,G08G
10762364,G,G06F
10762364,G,G06V
10762364,B,B60R
10901064,G,G01S
10669961,F,F02D
10669961,F,F01N
10669961,Y,Y02T
10669964,F,F02D
10669964,F,F02M
10669964,G,G01R
10669964,Y,Y02T
10669968,F,F02F
10669968,F,F01P
10578797,G,G02B
10718805,G,G01R
10718811,G,G01R
10628079,G,G06F
10628082,G,G06F
10628082,G,G11C
10851943,F,F16T
10851943,F,F01K
10628093,G,G06F
10718828,G,G01R
10718828,H,H10N
10718828,H,H01L
10901107,G,G01V
10669990,F,F03D
10669990,F,F05B
10669990,Y,Y02E
10851947,F,F17D
10851947,G,G01M
10851947,G,G01N
10578838,G,G02B
10901118,G,G01V
10901120,G,G02B
10718841,G,G01R
10851954,F,F21S
10851954,F,F21K
10851954,F,F21V
10851954,H,H05K
10851954,F,F21Y
10851954,H,H01L
10851954,H,H10H
10851954,Y,Y02P
10851954,Y,Y10T
10670004,F,F04B
10804232,H,H01L
10670006,F,F04B
10670006,B,B05B
10901137,G,G02B
10901137,F,F21S
10901137,F,F21V
10901137,F,F21Y
10578854,A,A61B
10670013,F,F04B
10578854,G,G02B
10718858,G,G01S
10578854,H,H04N
10670013,F,F16B
10670013,F,F05B
10762416,G,G06N
10851967,F,F21V
10851967,G,G02B
10851967,F,F21Y
10901156,G,G02B
10718874,G,G01T
10718874,G,G01V
10718874,G,G21G
10901167,A,A61F
10901167,G,G02B
10901167,B,B29C
10901167,B,B29L
10851978,F,F21V
10851978,A,A47G
10851978,F,F21W
10851978,F,F21Y
10901180,G,G02B
10670039,F,F04D
10670039,F,F02C
10670039,F,F05D
10628182,G,G06F
10804240,H,H01L
10804240,B,B23K
10628188,G,G06F
10628193,G,G06F
10628193,H,H04L
10901200,G,G02B
10901200,G,G01J
10578879,G,G02B
10901200,H,H04N
10578879,G,G06T
10901200,B,B41J
10670049,F,F15B
10578879,G,G09G
10578879,H,H04N
10531548,H,H05B
10531548,G,G06T
10852005,F,F24C
10852005,H,H05B
10852007,F,F24D
10718899,G,G02B
10852007,F,F25B
10852007,F,F24F
10852007,F,F24H
10718899,G,G02F
10718899,H,H04J
10852007,F,F25D
10670059,F,F16B
10670059,B,B60B
10852007,Y,Y02B
10762462,G,G06Q
10762462,G,G01C
10670059,B,B60R
10670060,F,F16B
10670060,C,C23C
10670060,C,C25D
10670060,B,B64C
10718905,C,C23C
10718905,G,G02B
10718905,H,H01J
10901221,G,G02B
10670071,F,F16C
10670071,F,F01D
10670071,F,F02B
10901221,G,G03B
10901221,H,H04N
10670071,F,F05D
10628226,G,G06F
10628226,G,G06Q
10901221,G,G06T
10628226,H,H04B
10628226,H,H04N
10628226,H,H04W
10628226,G,G07G
10670071,Y,Y02T
10578905,G,G02F
10670079,F,F16C
10670079,B,B65G
10670079,H,H02K
10628243,G,G06F
10718932,G,G02B
10718932,G,G01N
10718932,G,G21K
10670090,F,F16D
10670090,B,B60K
10718934,G,G02B
10901247,G,G02F
10670090,B,B60Y
10901247,H,H01S
10901248,G,G02F
10901248,H,H03F
10852035,F,F24H
10852035,F,F16L
10852035,F,F28D
10852035,F,F28F
10852035,Y,Y02B
10531579,G,G02F
10531579,B,B29C
10531579,B,B29L
10531579,C,C09K
10531582,G,G09F
10531582,H,H05K
10852040,F,F25B
10852040,F,F01B
10804255,H,H01L
10804255,H,H03K
10852047,F,F25D
10852047,F,F25B
10852048,F,F25D
10852048,F,F28D
10852048,F,F28F
10852048,Y,Y02E
10762497,G,G06Q
10718951,G,G02B
10718951,H,H04N
10901272,G,G02F
10901273,G,G02F
10718955,G,G02C
10901276,G,G02F
10901276,H,H05K
10901283,G,G02F
10901283,G,G09G
10901283,G,G11C
10901283,H,H10K
10670126,F,F16H
10670126,F,F02C
10670126,F,F16C
10670126,H,H02K
10670126,F,F02K
10670126,F,F05D
10531628,A,A01H
10578947,G,G02F
10578947,G,G02B
10578947,H,H10D
10578947,B,B82Y
10628305,G,G06F
10804273,G,G11C
10804273,H,H10B
10578947,Y,Y10S
10804273,H,H10D
10901299,G,G03B
10531642,A,A01K
10531643,A,A01K
10531643,A,A01M
10531643,H,H04N
10852071,F,F28D
10852071,F,F24F
10852071,F,F28F
10852071,Y,Y02B
10901307,G,G03B
10901307,H,H04N
10901307,G,G02B
10628315,G,G06F
10670143,F,F16H
10670143,H,H02K
10578959,G,G03B
10578959,G,G03F
